# R10_sample
k191_104240_1	K02078
k191_131750_1	K01989
k191_38825_1	K03635
k191_315523_1	K00560
k191_315523_2	K04043
k191_407744_1	K04750
k191_360612_1	K00925
k191_84734_1	K06136
k191_84734_2	K06137
k191_131752_1	K03526
k191_84735_1	K01607
k191_315529_1	K03886
k191_177292_2	K07486
k191_360614_1	K07080
k191_223662_1	K00077
k191_177294_1	K20467
k191_223664_1	K03179
k191_360619_1	K01821
k191_131756_2	K04757
k191_315535_1	K02945
k191_269705_1	K01953
k191_84743_1	K01869
k191_38833_2	K01768
k191_223668_1	K01040
k191_177301_1	K07259
k191_131761_1	K03527
k191_360625_1	K03070
k191_223670_1	K00481
k191_269712_1	K07478
k191_84747_2	K18290
k191_360628_1	K02601
k191_407761_2	K03664
k191_38837_1	K07264
k191_452906_1	K03744
k191_269718_1	K01008
k191_407764_1	K07793
k191_407764_2	K07794
k191_38840_1	K07498
k191_131769_4	K11477
k191_315544_1	K08304
k191_407770_1	K02890
k191_360632_2	K21470
k191_38846_1	K05989
k191_315546_1	K08641
k191_223681_1	K09013
k191_452915_1	K00075
k191_84759_1	K03628
k191_269729_1	K00789
k191_38850_1	K07494
k191_131776_1	K07482
k191_84760_1	K01689
k191_360643_1	K07483
k191_360647_1	K03690
k191_84762_1	K02906
k191_269733_1	K13775
k191_269736_1	K15532
k191_84767_2	K03521
k191_269739_1	K12574
k191_269740_1	K07735
k191_38857_1	K02563
k191_452923_2	K05896
k191_131783_2	K17224
k191_177324_1	K03975
k191_360661_1	K07221
k191_407791_1	K06911
k191_223696_1	K00762
k191_360662_1	K07483
k191_84773_2	K06213
k191_131787_1	K01997
k191_315562_1	K00763
k191_223697_2	K04078
k191_223697_3	K04077
k191_177330_2	K09386
k191_131790_1	K00873
k191_269747_1	K02035
k191_131791_1	K07486
k191_84775_2	K08738
k191_223700_1	K01953
k191_38865_2	K02037
k191_269748_1	K14733
k191_407802_1	K07447
k191_452937_1	K02834
k191_38868_1	K03496
k191_315571_1	K03671
k191_360674_2	K00794
k191_407805_2	K07042
k191_223703_1	K07493
k191_452940_1	K12349
k191_452941_1	K06949
k191_407808_2	K09903
k191_177341_1	K07482
k191_269763_1	K00549
k191_177342_1	K18917
k191_177342_2	K02114
k191_407811_1	K00604
k191_360685_1	K09767
k191_38876_1	K21929
k191_131804_1	K07126
k191_269766_1	K05845
k191_269766_1	K05846
k191_84791_1	K01951
k191_177349_1	K03075
k191_223715_1	K06213
k191_223716_1	K00688
k191_407812_2	K03688
k191_131807_1	K07495
k191_452947_1	K07497
k191_177352_1	K10947
k191_269769_1	K01768
k191_315586_1	K03530
k191_131808_1	K01607
k191_223720_1	K02394
k191_452950_1	K03088
k191_407818_1	K09927
k191_38882_1	K02835
k191_84799_1	K03496
k191_269773_1	K02939
k191_38883_1	K02039
k191_360699_1	K06941
k191_269774_1	K00655
k191_407822_1	K06911
k191_452953_1	K03402
k191_315592_1	K15977
k191_84803_1	K09761
k191_269778_1	K02458
k191_407829_2	K18189
k191_452964_1	K05807
k191_452967_2	K02651
k191_38893_2	K09710
k191_360711_1	K00602
k191_315601_2	K09767
k191_315601_3	K03634
k191_315601_4	K03466
k191_84814_1	K03781
k191_269791_1	K02113
k191_407835_1	K15513
k191_38897_2	K02199
k191_360717_1	K03550
k191_360718_2	K01507
k191_269792_1	K01042
k191_315607_1	K02004
k191_315608_1	K03116
k191_315608_2	K02503
k191_131832_1	K00986
k191_38904_1	K02313
k191_131834_1	K01785
k191_360725_1	K02520
k191_315614_1	K01432
k191_84821_2	K06998
k191_177375_1	K02050
k191_131836_1	K04077
k191_360726_2	K17762
k191_360726_3	K17763
k191_38909_1	K06442
k191_315619_1	K01912
k191_131839_1	K22736
k191_38912_1	K01939
k191_360730_1	K02033
k191_315622_1	K09949
k191_360731_1	K01548
k191_407847_2	K00240
k191_407847_4	K02050
k191_131842_1	K02614
k191_452991_1	K00600
k191_177383_1	K01800
k191_177383_1	K00799
k191_452994_1	K01251
k191_177385_1	K07486
k191_38920_1	K02600
k191_315633_1	K05973
k191_38925_1	K03320
k191_223761_1	K07126
k191_177390_1	K02961
k191_177391_1	K01507
k191_453000_1	K02338
k191_131848_1	K07497
k191_407858_1	K00453
k191_407858_2	K00602
k191_84841_1	K00602
k191_269824_1	K02601
k191_84845_1	K05896
k191_38931_1	K02992
k191_38931_2	K02950
k191_84846_1	K07056
k191_453007_1	K07025
k191_38932_1	K12140
k191_407866_1	K02881
k191_453008_1	K10773
k191_315641_1	K11477
k191_315641_2	K00800
k191_315642_1	K00748
k191_453012_1	K00764
k191_269827_1	K12132
k191_269827_1	K11912
k191_269827_2	K20074
k191_407874_1	K02435
k191_131859_2	K02549
k191_269833_1	K00684
k191_360757_1	K07494
k191_223780_1	K00525
k191_84856_1	K07494
k191_407879_1	K01951
k191_38950_1	K00145
k191_360762_1	K00926
k191_407880_1	K06204
k191_84860_1	K03406
k191_38952_1	K03466
k191_453026_2	K00525
k191_407882_2	K06204
k191_223787_1	K03424
k191_407883_1	K04077
k191_131871_1	K00228
k191_360767_1	K00798
k191_84864_1	K07462
k191_269843_1	K02033
k191_407887_1	K01866
k191_84867_1	K00927
k191_223792_1	K01919
k191_315657_1	K03526
k191_84868_2	K05606
k191_269847_1	K03088
k191_360777_1	K03569
k191_315662_1	K17103
k191_38963_1	K04077
k191_38965_1	K01776
k191_84871_1	K02609
k191_38966_1	K07478
k191_223801_1	K01507
k191_38967_2	K01866
k191_453038_1	K06888
k191_84875_1	K02313
k191_38968_1	K22210
k191_407897_1	K21430
k191_453039_1	K02992
k191_269858_2	K20074
k191_38969_1	K03496
k191_131889_1	K10804
k191_453041_1	K07491
k191_84878_1	K07315
k191_223812_1	K01951
k191_269861_1	K00602
k191_453044_3	K02435
k191_177425_1	K07493
k191_269864_1	K03186
k191_223817_1	K09117
k191_84885_1	K06888
k191_315680_1	K04077
k191_453048_1	K03832
k191_360792_1	K07495
k191_269865_1	K08997
k191_223819_1	K03722
k191_315683_1	K03593
k191_360794_1	K03672
k191_360794_1	K03671
k191_315686_1	K03668
k191_223822_1	K01179
k191_177429_1	K07391
k191_131898_1	K02313
k191_269870_1	K03629
k191_407912_1	K07336
k191_177433_1	K02313
k191_453055_1	K02946
k191_269873_1	K02358
k191_360805_1	K08303
k191_131906_1	K00451
k191_269874_1	K02601
k191_453060_1	K02982
k191_223838_1	K08296
k191_315695_2	K04077
k191_360808_1	K01953
k191_360809_1	K08097
k191_453063_1	K00948
k191_177444_1	K01448
k191_131910_1	K10806
k191_315697_1	K03786
k191_269885_1	K06911
k191_453071_1	K02899
k191_407930_1	K03705
k191_360819_1	K00311
k191_315702_1	K01778
k191_315703_1	K15539
k191_360821_1	K06911
k191_177449_2	K03664
k191_269891_2	K01934
k191_84914_1	K07451
k191_315704_1	K02004
k191_315705_1	K03644
k191_269893_1	K00641
k191_407936_1	K03046
k191_223852_1	K22278
k191_269894_1	K01626
k191_453076_1	K06015
k191_84917_1	K00549
k191_315710_1	K07486
k191_453078_1	K07460
k191_223859_1	K00537
k191_131929_1	K03569
k191_453081_1	K00525
k191_315714_1	K03525
k191_84927_1	K04652
k191_360833_1	K02835
k191_39008_1	K21136
k191_39008_1	K21137
k191_453083_1	K00641
k191_223861_1	K01286
k191_360835_1	K19304
k191_223863_1	K07755
k191_453086_1	K02886
k191_177462_1	K04561
k191_39013_1	K01358
k191_407947_1	K01768
k191_407947_2	K11927
k191_223866_1	K15866
k191_223866_1	K01692
k191_39014_1	K00986
k191_315721_2	K02926
k191_131939_1	K02952
k191_360842_1	K06187
k191_39015_2	K01430
k191_315723_1	K07106
k191_131940_1	K09691
k191_269915_1	K03921
k191_223871_1	K07487
k191_223871_1	K07481
k191_39020_1	K00525
k191_131942_1	K01951
k191_360844_1	K12060
k191_360846_1	K01251
k191_360848_1	K07180
k191_177476_1	K01689
k191_315731_2	K02358
k191_131948_1	K02004
k191_360854_1	K03497
k191_39027_2	K19411
k191_39028_1	K00688
k191_407957_2	K08999
k191_84953_2	K07402
k191_223883_1	K09990
k191_39029_1	K02358
k191_315739_1	K19267
k191_223884_1	K03639
k191_269929_1	K14083
k191_360860_1	K03525
k191_223886_1	K00973
k191_177484_1	K02377
k191_407964_1	K05810
k191_84959_1	K01872
k191_269934_1	K07183
k191_407965_1	K01945
k191_84961_1	K02945
k191_407966_1	K02051
k191_407967_1	K02034
k191_223894_1	K01644
k191_360869_1	K04750
k191_223895_1	K02034
k191_269939_2	K07795
k191_223897_1	K15512
k191_177491_1	K12132
k191_177491_1	K11912
k191_407975_1	K01953
k191_131965_1	K01953
k191_315757_1	K00640
k191_223899_1	K00930
k191_407977_1	K00163
k191_177492_1	K00602
k191_223900_1	K03217
k191_269951_1	K00766
k191_177493_1	K02004
k191_315761_1	K21908
k191_315767_1	K07794
k191_39057_1	K07486
k191_360886_1	K01937
k191_131973_1	K03527
k191_223908_1	K07497
k191_84980_1	K00962
k191_177498_1	K04565
k191_315768_1	K07497
k191_360887_1	K03590
k191_407990_1	K19302
k191_453127_2	K06912
k191_177499_1	K07478
k191_269963_1	K00549
k191_177500_1	K01057
k191_453128_2	K02510
k191_39060_1	K02358
k191_177502_1	K00948
k191_131978_2	K22719
k191_315773_1	K02034
k191_39063_1	K02970
k191_269966_1	K02990
k191_269966_2	K02963
k191_407993_1	K01560
k191_223913_2	K03500
k191_407994_1	K04077
k191_360893_1	K09001
k191_177507_1	K09004
k191_453133_1	K11352
k191_407996_1	K08640
k191_84988_1	K00626
k191_177508_1	K00451
k191_223917_1	K01621
k191_223919_1	K02876
k191_84990_1	K02316
k191_269974_2	K06442
k191_453138_1	K03088
k191_453139_1	K03406
k191_177509_1	K10805
k191_177509_2	K01061
k191_360902_1	K01816
k191_269977_1	K24131
k191_131991_1	K05306
k191_453144_1	K01426
k191_39071_2	K04749
k191_85001_1	K02988
k191_85001_2	K02907
k191_223930_1	K02899
k191_223930_2	K02888
k191_453148_1	K01875
k191_315791_1	K03553
k191_408007_1	K00600
k191_177516_1	K00163
k191_269985_1	K07044
k191_223934_1	K00033
k191_408008_1	K06400
k191_408008_1	K14060
k191_223936_1	K09798
k191_177518_1	K00180
k191_408014_1	K03637
k191_453157_1	K09903
k191_269992_1	K01207
k191_177521_1	K01887
k191_132004_1	K03687
k191_132004_2	K04077
k191_315805_1	K00067
k191_177525_1	K04077
k191_85022_1	K03438
k191_315807_1	K00641
k191_39082_1	K11071
k191_453163_1	K00525
k191_177526_1	K03594
k191_453164_1	K01424
k191_453164_2	K01424
k191_315809_1	K02313
k191_360921_1	K02356
k191_315810_1	K21498
k191_85025_1	K00615
k191_223946_1	K03814
k191_453167_1	K03271
k191_408023_1	K18199
k191_453168_1	K07029
k191_223950_1	K01989
k191_453171_1	K03088
k191_85032_1	K10778
k191_315816_1	K03559
k191_270010_1	K02277
k191_453173_1	K06867
k191_39090_1	K07336
k191_177535_1	K02026
k191_85036_2	K03402
k191_177536_1	K18189
k191_315820_1	K03040
k191_408033_1	K02863
k191_270015_2	K09764
k191_453177_1	K01785
k191_408035_1	K07486
k191_315822_1	K01447
k191_270017_1	K01890
k191_39094_1	K03624
k191_315826_1	K00766
k191_132026_1	K03147
k191_223968_1	K01056
k191_453183_1	K02926
k191_132028_1	K03621
k191_360939_1	K11741
k191_408038_1	K02358
k191_453185_1	K03521
k191_132029_1	K00982
k191_315831_1	K01989
k191_132031_1	K09775
k191_39102_1	K02034
k191_177544_1	K01297
k191_453187_1	K01607
k191_453188_1	K01689
k191_177545_1	K01989
k191_408043_1	K02946
k191_132032_1	K21395
k191_132032_2	K00245
k191_132032_2	K00240
k191_177546_1	K00433
k191_270026_1	K07101
k191_39105_2	K02887
k191_132035_1	K00640
k191_453190_2	K03088
k191_85052_1	K03545
k191_177548_2	K03685
k191_223984_2	K00549
k191_132037_1	K01730
k191_39110_1	K03524
k191_39111_1	K02358
k191_132041_1	K03526
k191_315841_2	K00240
k191_177551_1	K02670
k191_315842_2	K06929
k191_360955_1	K01923
k191_177554_1	K02066
k191_39112_2	K04567
k191_132046_1	K07482
k191_453199_1	K03652
k191_177555_2	K03639
k191_315847_1	K01358
k191_39113_2	K01588
k191_132047_1	K02003
k191_453201_1	K01989
k191_270037_2	K06204
k191_270037_3	K09710
k191_39116_1	K00799
k191_132050_1	K03466
k191_315853_1	K00549
k191_39118_1	K02001
k191_270039_1	K09710
k191_360971_1	K00809
k191_177562_1	K01849
k191_85073_1	K01698
k191_315854_1	K07481
k191_224001_1	K01920
k191_224002_1	K00600
k191_177565_1	K02888
k191_360974_1	K02884
k191_315858_1	K02996
k191_270044_1	K07506
k191_360975_1	K01031
k191_39128_2	K03474
k191_453209_1	K07492
k191_224008_1	K02520
k191_85082_1	K00600
k191_408071_1	K06213
k191_39132_1	K03631
k191_315868_1	K03561
k191_315868_2	K03559
k191_177574_1	K04102
k191_453212_2	K07494
k191_132066_1	K03628
k191_177575_1	K02034
k191_360985_1	K01912
k191_85085_1	K23242
k191_224012_1	K07486
k191_132068_1	K03569
k191_315874_1	K00163
k191_132070_1	K04065
k191_453219_1	K01915
k191_85094_1	K00851
k191_85095_1	K21142
k191_85095_1	K03635
k191_39146_2	K02078
k191_39147_1	K03544
k191_85097_1	K24126
k191_315882_2	K13570
k191_315882_3	K01494
k191_39149_1	K11895
k191_132075_2	K16137
k191_177583_1	K19267
k191_39151_1	K02004
k191_408092_2	K02313
k191_315885_1	K01868
k191_85102_1	K00033
k191_177585_1	K07795
k191_408094_1	K00948
k191_85104_1	K00748
k191_315889_1	K01752
k191_85105_1	K00954
k191_39154_1	K01273
k191_39159_1	K01251
k191_270078_1	K12284
k191_85108_1	K06282
k191_85108_2	K00124
k191_39161_1	K03640
k191_39162_2	K03719
k191_85111_2	K00992
k191_408105_1	K03590
k191_85112_1	K02004
k191_224040_1	K00053
k191_85114_1	K07160
k191_177596_2	K09710
k191_453239_1	K00240
k191_132095_1	K02871
k191_453241_1	K07486
k191_132097_1	K01251
k191_177601_1	K01077
k191_85119_1	K21395
k191_361009_1	K07487
k191_39176_1	K02004
k191_132100_1	K03561
k191_315901_1	K02016
k191_270090_1	K04063
k191_408114_1	K00773
k191_132102_1	K00800
k191_315904_2	K21600
k191_85124_1	K06996
k191_453246_1	K00925
k191_270096_1	K02044
k191_408118_2	K02066
k191_132105_1	K00549
k191_132107_1	K04078
k191_315909_1	K01620
k191_85131_1	K01953
k191_224057_1	K03536
k191_361020_1	K03667
k191_39185_2	K02884
k191_315913_1	K07264
k191_453255_1	K06958
k191_315914_1	K01939
k191_408126_1	K07793
k191_132113_1	K01834
k191_85134_1	K03593
k191_315917_1	K02600
k191_453258_1	K04077
k191_270101_2	K02032
k191_270101_3	K09022
k191_224065_1	K17223
k191_315918_1	K01673
k191_39191_1	K00163
k191_408132_1	K01265
k191_132117_1	K09931
k191_85138_1	K15371
k191_408134_1	K07494
k191_315922_1	K03088
k191_39194_1	K09903
k191_408137_1	K01056
k191_177623_1	K06442
k191_453266_1	K00075
k191_315925_1	K00145
k191_408138_1	K00640
k191_177624_1	K12234
k191_132121_1	K23262
k191_85142_1	K07335
k191_270112_1	K03092
k191_315932_1	K14155
k191_85143_2	K11477
k191_177630_1	K09791
k191_224074_2	K05845
k191_361033_1	K03628
k191_315934_1	K03088
k191_408143_1	K09927
k191_315935_1	K01698
k191_270116_1	K01621
k191_177636_1	K00525
k191_408146_1	K07315
k191_177638_1	K03559
k191_85152_1	K04066
k191_177639_1	K00111
k191_85153_2	K09710
k191_39204_1	K02316
k191_453275_1	K01810
k191_177640_1	K02372
k191_270120_1	K01953
k191_132131_1	K03559
k191_132131_2	K03561
k191_39205_1	K03530
k191_132133_1	K03704
k191_408152_1	K00789
k191_315944_1	K02967
k191_453279_1	K09007
k191_315945_1	K02242
k191_315945_2	K12284
k191_85160_1	K13288
k191_132135_1	K03975
k191_361044_1	K00971
k191_361044_2	K07447
k191_408154_1	K03782
k191_453282_1	K03783
k191_361045_1	K00799
k191_224088_1	K03455
k191_85162_1	K07491
k191_270126_2	K22452
k191_453284_1	K01807
k191_453285_1	K00286
k191_132145_2	K01489
k191_408163_1	K00606
k191_453286_1	K01951
k191_315954_1	K12574
k191_177655_1	K04075
k191_224096_2	K03618
k191_408167_1	K01265
k191_224097_1	K02501
k191_453293_1	K00939
k191_408169_1	K02377
k191_361059_1	K11898
k191_132153_1	K07486
k191_315959_1	K01561
k191_361060_1	K00540
k191_270138_1	K01653
k191_224104_1	K00635
k191_177662_1	K03628
k191_177662_2	K02909
k191_361065_1	K00163
k191_177663_1	K03188
k191_408178_1	K02864
k191_39232_1	K03497
k191_224109_2	K03071
k191_315967_1	K07486
k191_132160_1	K01653
k191_224111_1	K01006
k191_85186_1	K04077
k191_224112_1	K07486
k191_453313_1	K03628
k191_224113_1	K03808
k191_453315_2	K07390
k191_39245_1	K01868
k191_132166_1	K00799
k191_361072_2	K03519
k191_132167_1	K00765
k191_315969_2	K07799
k191_315969_2	K03585
k191_315969_2	K02005
k191_39250_1	K01673
k191_361076_1	K04077
k191_270156_1	K02004
k191_315974_1	K02034
k191_453320_2	K02600
k191_408196_1	K10822
k191_177672_1	K03466
k191_177672_1	K03554
k191_453321_2	K09022
k191_315976_1	K00252
k191_361084_1	K02004
k191_132178_1	K02004
k191_453322_1	K11209
k191_453322_1	K00799
k191_224127_1	K06287
k191_39262_1	K07100
k191_85203_1	K03701
k191_177674_1	K04744
k191_270163_1	K06138
k191_270163_2	K06137
k191_315980_1	K03040
k191_315980_2	K02986
k191_270164_1	K07080
k191_39266_1	K00548
k191_85206_1	K00975
k191_453326_2	K07795
k191_270167_1	K03273
k191_177679_1	K03303
k191_453328_1	K02421
k191_361095_1	K03561
k191_39273_1	K02959
k191_177681_1	K03147
k191_224136_1	K07486
k191_361097_1	K09769
k191_361097_2	K06416
k191_408211_1	K07090
k191_270172_1	K01551
k191_224139_1	K02066
k191_315993_1	K02651
k191_224141_1	K02520
k191_85223_1	K01610
k191_39276_1	K02035
k191_132196_1	K06999
k191_270177_1	K09857
k191_361100_1	K00990
k191_224145_1	K07646
k191_85226_2	K05919
k191_453339_2	K07497
k191_408224_1	K02358
k191_224148_1	K01711
k191_361103_1	K03544
k191_408226_1	K20467
k191_132201_1	K00145
k191_453342_1	K07486
k191_361107_1	K15518
k191_361108_1	K04078
k191_132204_1	K09794
k191_85233_1	K00799
k191_361113_1	K07240
k191_177696_1	K01555
k191_270185_1	K01448
k191_85237_1	K07486
k191_39292_2	K07497
k191_408234_2	K07497
k191_408234_2	K07483
k191_408235_1	K19304
k191_85240_1	K02519
k191_132211_2	K07484
k191_224161_1	K06985
k191_316005_1	K07056
k191_224162_1	K03187
k191_177701_1	K02003
k191_316006_1	K13985
k191_408240_1	K01881
k191_453352_1	K02314
k191_316008_1	K01698
k191_316010_1	K07497
k191_132218_1	K09970
k191_224169_1	K21397
k191_270193_1	K02033
k191_132220_1	K09989
k191_39310_1	K01495
k191_408242_1	K07487
k191_453357_1	K01999
k191_132223_1	K01989
k191_270198_1	K00549
k191_132224_1	K01989
k191_408249_1	K02197
k191_453360_1	K01610
k191_85259_1	K01998
k191_408250_1	K03634
k191_85260_1	K07492
k191_453361_1	K01997
k191_39319_1	K02948
k191_316017_1	K02051
k191_361132_1	K22025
k191_132229_1	K01755
k191_224179_1	K02282
k191_224180_1	K00077
k191_177718_1	K07304
k191_316025_1	K15923
k191_85270_1	K06213
k191_39324_2	K09990
k191_39324_3	K09957
k191_361138_1	K03217
k191_408259_1	K01426
k191_408259_2	K01560
k191_132236_1	K03469
k191_224188_1	K00453
k191_224192_1	K16079
k191_453374_1	K07335
k191_316032_1	K00525
k191_177731_1	K07090
k191_316034_1	K07486
k191_408265_1	K03569
k191_408269_1	K21395
k191_177733_1	K00507
k191_453383_1	K01007
k191_39337_1	K02003
k191_270224_1	K11940
k191_361155_2	K06907
k191_316041_2	K00954
k191_177735_1	K11961
k191_224208_1	K03786
k191_177736_1	K01937
k191_408277_1	K00124
k191_39342_1	K01653
k191_361157_2	K03600
k191_270228_1	K02160
k191_408278_1	K02034
k191_408280_1	K00783
k191_177738_2	K03092
k191_270229_1	K22468
k191_316048_1	K02004
k191_85295_1	K03821
k191_270230_1	K03432
k191_177740_1	K03273
k191_408283_1	K03924
k191_316050_1	K02050
k191_177741_1	K01953
k191_85297_1	K22452
k191_453394_1	K03527
k191_85299_1	K07726
k191_453396_1	K22451
k191_408289_1	K07300
k191_224220_1	K04750
k191_224221_1	K02863
k191_408291_1	K07486
k191_453399_1	K01704
k191_39357_1	K09769
k191_85308_1	K03149
k191_361171_1	K03408
k191_453403_1	K01940
k191_408296_1	K07260
k191_132263_1	K03797
k191_361174_1	K03501
k191_316066_1	K16138
k191_39362_1	K02687
k191_316068_1	K03474
k191_85314_1	K02004
k191_453404_2	K01799
k191_39364_1	K09136
k191_270242_2	K07486
k191_85317_1	K01610
k191_177753_1	K00507
k191_224234_1	K03312
k191_408304_2	K07082
k191_224235_1	K04077
k191_177757_1	K07793
k191_132271_1	K00982
k191_39371_1	K01953
k191_361182_1	K02838
k191_177759_1	K01624
k191_39372_1	K00789
k191_39374_1	K01772
k191_453413_1	K18672
k191_270249_1	K00820
k191_270250_1	K03092
k191_85329_1	K00641
k191_316085_2	K03536
k191_270253_1	K03320
k191_224243_1	K03724
k191_177767_1	K00549
k191_361190_1	K07492
k191_39381_1	K03724
k191_316090_1	K03092
k191_270254_1	K07506
